code,1998/12/31,1999/12/31,2000/12/31,2001/12/31,2002/12/31,2003/12/31,2004/12/31,2005/12/31,2006/12/31,2007/12/31,2008/12/31,2009/12/31,2010/12/31,2011/12/31,2012/12/31,2013/12/31,2014/12/31,2015/12/31,2016/12/31,2017/12/31,2018/12/31,ipo
600928.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
600929.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,,2018
600933.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,243,,2017
600936.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,244,243,,2016
600939.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,214,243,,2017
600958.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,245,238,243,,2015
600959.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,245,167,218,,2015
600960.SH,0,0,0,0,0,183,242,216,241,245,244,242,243,237,239,246,200,202,227,169,,2004
600961.SH,0,0,0,0,0,84,221,237,239,219,240,240,243,242,238,240,243,245,244,243,,2004
600962.SH,0,0,0,0,0,133,241,212,235,241,243,240,242,242,239,169,209,244,244,239,,2004
600963.SH,0,0,0,0,0,153,217,236,205,238,240,233,232,240,239,246,193,245,244,243,,2004
600965.SH,0,0,0,0,0,118,241,208,241,244,244,241,208,242,184,178,237,245,244,243,,2004
600966.SH,0,0,0,0,0,141,219,238,234,242,241,242,240,242,239,204,242,245,240,243,,2004
600967.SH,0,0,0,0,0,159,240,215,234,242,244,241,238,240,239,246,99,240,244,243,,2004
600968.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
600969.SH,0,0,0,0,0,182,242,211,240,242,241,241,242,242,239,244,244,245,244,243,,2004
600970.SH,0,0,0,0,0,0,175,206,239,232,235,239,240,241,235,246,214,245,242,243,,2005
600971.SH,0,0,0,0,0,94,232,219,240,225,240,240,240,242,239,246,245,245,244,243,,2004
600973.SH,0,0,0,0,0,105,218,238,241,244,243,240,242,240,228,195,245,220,213,234,,2004
600975.SH,0,0,0,0,0,141,240,197,239,244,242,240,243,241,239,231,241,245,171,243,,2004
600976.SH,0,0,0,0,0,173,242,190,240,245,241,240,243,242,239,246,245,235,244,243,,2004
600977.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,244,243,,2016
600978.SH,0,0,0,0,0,88,208,238,238,243,242,237,238,241,239,174,95,230,244,243,,2004
600979.SH,0,0,0,0,0,80,241,211,239,241,242,238,238,239,239,246,229,210,177,242,,2004
600980.SH,0,0,0,0,0,163,241,216,239,243,244,241,243,242,214,240,245,245,244,243,,2004
600981.SH,0,0,0,0,0,128,240,217,239,244,243,238,242,242,239,91,222,245,244,243,,2004
600982.SH,0,0,0,0,0,122,241,218,237,245,242,239,241,241,231,244,193,206,239,243,,2004
600983.SH,0,0,0,0,0,109,242,192,240,243,242,241,241,242,176,246,144,245,242,243,,2004
600984.SH,0,0,0,0,0,120,241,181,239,241,223,238,240,235,239,201,205,244,244,233,,2004
600985.SH,0,0,0,0,0,166,232,224,240,244,244,241,183,220,239,207,245,229,148,238,,2004
600986.SH,0,0,0,0,0,169,240,220,240,245,244,242,243,241,239,159,213,159,239,241,,2004
600987.SH,0,0,0,0,0,100,240,217,240,243,244,242,242,242,239,246,239,245,244,185,,2004
600988.SH,0,0,0,0,0,175,240,228,155,230,206,226,225,188,203,181,153,243,242,243,,2004
600989.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
600990.SH,0,0,0,0,0,164,241,213,239,244,242,241,244,238,239,246,164,183,244,243,,2004
600992.SH,0,0,0,0,0,160,242,217,240,244,244,241,243,240,239,246,245,245,244,243,,2004
600993.SH,0,0,0,0,0,160,242,213,241,245,244,242,244,242,239,246,245,245,244,243,,2004
600995.SH,0,0,0,0,0,138,241,219,240,244,242,241,244,242,239,246,178,235,244,243,,2004
600996.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,242,243,,2016
600997.SH,0,0,0,0,0,147,222,232,238,241,241,241,244,242,176,246,241,245,244,243,,2004
600998.SH,0,0,0,0,0,0,0,0,0,0,0,43,240,240,238,245,242,236,244,243,,2010
600999.SH,0,0,0,0,0,0,0,0,0,0,33,241,242,242,238,245,239,245,244,243,,2009
601000.SH,0,0,0,0,0,0,0,0,0,0,0,122,242,242,236,244,199,210,242,243,,2010
601001.SH,0,0,0,0,0,0,0,131,241,159,244,241,244,241,239,245,245,174,223,243,,2006
601002.SH,0,0,0,0,0,0,0,0,224,242,242,241,242,238,239,236,245,245,244,243,,2007
601003.SH,0,0,0,0,0,0,0,0,206,242,241,240,242,241,239,246,146,245,190,231,,2007
601005.SH,0,0,0,0,0,0,0,0,206,242,242,241,241,179,234,246,219,102,45,241,,2007
601006.SH,0,0,0,0,0,0,0,104,241,242,239,236,243,242,237,246,245,245,244,243,,2006
601007.SH,0,0,0,0,0,0,0,0,179,242,244,241,244,241,239,246,244,245,244,238,,2007
601008.SH,0,0,0,0,0,0,0,0,164,245,242,239,242,242,235,246,245,245,244,243,,2007
601009.SH,0,0,0,0,0,0,0,0,111,245,244,234,244,242,239,245,240,245,242,243,,2007
601010.SH,0,0,0,0,0,0,0,0,0,0,0,0,140,242,239,245,235,245,244,243,,2011
601011.SH,0,0,0,0,0,0,0,0,0,0,0,0,195,239,239,241,242,237,242,243,,2011
601012.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,179,228,229,240,244,244,243,,2012
601015.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,245,242,244,243,,2014
601016.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,236,245,244,243,,2014
601018.SH,0,0,0,0,0,0,0,0,0,0,0,64,244,242,239,246,144,208,244,243,,2010
601019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,243,,2017
601020.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,239,237,,2016
601021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,238,244,243,,2015
601028.SH,0,0,0,0,0,0,0,0,0,0,0,0,40,242,234,244,242,237,186,243,,2011
601038.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,99,239,246,245,245,244,243,,2012
601058.SH,0,0,0,0,0,0,0,0,0,0,0,0,124,240,226,244,238,238,240,243,,2011
601066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,,2018
601068.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,,2018
601069.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,245,138,239,,2015
601086.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,243,,2017
601088.SH,0,0,0,0,0,0,0,0,59,245,244,243,243,242,239,246,245,245,180,243,,2007
601098.SH,0,0,0,0,0,0,0,0,0,0,0,47,241,241,239,246,245,245,244,243,,2010
601099.SH,0,0,0,0,0,0,0,0,1,241,243,242,242,241,239,246,245,239,234,243,,2007
601100.SH,0,0,0,0,0,0,0,0,0,0,0,0,45,242,239,246,206,245,244,243,,2011
601101.SH,0,0,0,0,0,0,0,0,0,0,0,183,244,240,239,245,245,141,244,243,,2010
601106.SH,0,0,0,0,0,0,0,0,0,0,0,215,243,242,239,246,245,238,243,242,,2010
601107.SH,0,0,0,0,0,0,0,0,0,0,107,241,243,241,239,246,245,245,233,243,,2009
601108.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,243,,2017
601111.SH,0,0,0,0,0,0,0,88,238,242,242,230,243,225,239,246,224,245,244,243,,2006
601113.SH,0,0,0,0,0,0,0,0,0,0,0,0,161,242,239,240,242,245,170,238,,2011
601116.SH,0,0,0,0,0,0,0,0,0,0,0,0,205,242,239,246,245,230,244,243,,2011
601117.SH,0,0,0,0,0,0,0,0,0,0,0,238,244,241,239,246,245,242,244,243,,2010
601118.SH,0,0,0,0,0,0,0,0,0,0,0,0,238,240,239,245,242,241,239,130,,2011
601126.SH,0,0,0,0,0,0,0,0,0,0,0,1,240,240,239,246,242,245,244,243,,2010
601127.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,233,240,,2016
601128.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,244,243,,2016
601137.SH,0,0,0,0,0,0,0,0,0,0,0,0,224,242,239,246,226,204,244,242,,2011
601138.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,,2018
601139.SH,0,0,0,0,0,0,0,0,0,0,5,240,239,240,235,246,245,244,244,243,,2009
601155.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,236,242,243,,2015
601158.SH,0,0,0,0,0,0,0,0,0,0,0,184,241,241,239,246,238,245,244,243,,2010
601162.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,,2018
601163.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,244,243,,2016
601166.SH,0,0,0,0,0,0,0,0,218,245,243,235,244,237,239,246,245,240,244,243,,2007
601168.SH,0,0,0,0,0,0,0,0,114,241,241,239,241,241,239,246,245,120,175,243,,2007
601169.SH,0,0,0,0,0,0,0,0,67,244,244,241,241,237,239,245,214,245,236,243,,2007
601177.SH,0,0,0,0,0,0,0,0,0,0,0,59,242,241,239,246,245,245,244,243,,2010
601179.SH,0,0,0,0,0,0,0,0,0,0,0,222,244,233,239,246,245,245,244,243,,2010
601186.SH,0,0,0,0,0,0,0,0,0,202,243,237,242,241,239,239,245,245,244,243,,2008
601188.SH,0,0,0,0,0,0,0,0,0,0,0,191,242,240,238,246,245,243,244,243,,2010
601198.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,245,244,243,,2015
601199.SH,0,0,0,0,0,0,0,0,0,0,0,0,195,242,239,241,220,245,244,243,,2011
601200.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,243,,2017
601208.SH,0,0,0,0,0,0,0,0,0,0,0,0,152,241,234,246,245,245,244,243,,2011
601211.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,245,244,243,,2015
601212.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,238,,2017
601216.SH,0,0,0,0,0,0,0,0,0,0,0,0,211,242,236,223,231,242,233,173,,2011
601218.SH,0,0,0,0,0,0,0,0,0,0,0,0,163,242,224,246,245,245,244,243,,2011
601222.SH,0,0,0,0,0,0,0,0,0,0,0,0,97,240,239,235,243,245,244,243,,2011
601225.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227,245,245,244,243,,2014
601226.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,244,245,244,243,,2014
601228.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,243,,2017
601229.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,244,243,,2016
601231.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,211,239,242,243,245,244,243,,2012
601233.SH,0,0,0,0,0,0,0,0,0,0,0,0,154,241,239,246,237,244,244,243,,2011
601236.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
601238.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,185,239,246,245,235,244,243,,2012
601258.SH,0,0,0,0,0,0,0,0,0,0,0,0,164,241,224,246,242,242,244,243,,2011
601288.SH,0,0,0,0,0,0,0,0,0,0,0,114,243,241,239,246,245,245,244,243,,2010
601298.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
601311.SH,0,0,0,0,0,0,0,0,0,0,0,0,141,242,239,246,225,245,244,243,,2011
601318.SH,0,0,0,0,0,0,0,0,205,243,237,195,242,241,239,245,245,245,244,243,,2007
601319.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,,2018
601326.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,243,,2017
601328.SH,0,0,0,0,0,0,0,0,157,245,244,235,243,240,239,246,245,245,244,243,,2007
601330.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,,2018
601333.SH,0,0,0,0,0,0,0,6,240,244,244,241,243,242,239,246,245,245,244,243,,2006
601336.SH,0,0,0,0,0,0,0,0,0,0,0,0,11,241,239,246,220,245,244,243,,2011
601339.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,139,239,246,245,245,244,242,,2012
601360.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,234,236,246,243,245,136,229,,2012
601366.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,238,,2017
601368.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,245,238,243,,2015
601369.SH,0,0,0,0,0,0,0,0,0,0,0,165,243,242,239,246,245,245,242,205,,2010
601375.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,243,,2017
601377.SH,0,0,0,0,0,0,0,0,0,0,0,58,241,239,239,245,242,240,239,243,,2010
601388.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,172,239,246,131,205,244,243,,2012
601390.SH,0,0,0,0,0,0,0,0,20,244,244,239,243,242,239,246,233,245,244,169,,2007
601398.SH,0,0,0,0,0,0,0,46,238,244,242,234,243,241,239,246,245,245,244,243,,2006
601500.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,244,240,,2016
601515.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,216,239,246,241,245,244,243,,2012
601518.SH,0,0,0,0,0,0,0,0,0,0,0,192,241,242,239,246,228,227,234,243,,2010
601519.SH,0,0,0,0,0,0,0,0,0,0,0,0,223,239,239,134,217,245,241,242,,2011
601555.SH,0,0,0,0,0,0,0,0,0,0,0,0,15,242,238,246,241,243,244,243,,2011
601558.SH,0,0,0,0,0,0,0,0,0,0,0,0,233,242,236,227,244,245,243,240,,2011
601566.SH,0,0,0,0,0,0,0,0,0,0,0,0,147,239,239,246,233,245,244,243,,2011
601567.SH,0,0,0,0,0,0,0,0,0,0,0,0,135,242,239,216,223,245,244,243,,2011
601577.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,,2018
601579.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,223,245,244,243,,2014
601588.SH,0,0,0,0,0,0,0,55,240,243,244,242,244,241,239,246,230,245,244,243,,2006
601595.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,244,243,,2016
601598.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
601599.SH,0,0,0,0,0,0,0,0,0,0,0,0,147,242,239,169,221,186,244,243,,2011
601600.SH,0,0,0,0,0,0,0,0,146,243,241,239,241,241,239,246,245,245,170,208,,2007
601601.SH,0,0,0,0,0,0,0,0,4,244,242,242,244,242,239,246,245,245,244,243,,2007
601606.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,,2018
601607.SH,239,236,238,234,239,242,241,201,235,243,161,219,241,242,239,246,245,245,244,243,,1994
601608.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,122,239,246,166,245,173,243,,2012
601611.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,244,243,,2016
601615.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
601616.SH,0,0,0,0,0,0,0,0,0,0,0,0,220,241,239,246,236,245,244,243,,2011
601618.SH,0,0,0,0,0,0,0,0,0,0,68,240,244,240,238,246,173,245,244,243,,2009
601619.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,158,,2017
601628.SH,0,0,0,0,0,0,0,0,237,244,244,242,243,242,238,246,245,245,244,243,,2007
601633.SH,0,0,0,0,0,0,0,0,0,0,0,0,63,241,239,245,230,245,237,243,,2011
601636.SH,0,0,0,0,0,0,0,0,0,0,0,0,93,237,238,244,243,245,244,243,,2011
601666.SH,0,0,0,0,0,0,0,27,239,243,243,242,244,241,239,246,245,245,244,243,,2006
601668.SH,0,0,0,0,0,0,0,0,0,0,106,239,243,242,239,246,245,245,244,243,,2009
601669.SH,0,0,0,0,0,0,0,0,0,0,0,0,54,240,239,148,239,236,244,243,,2011
601677.SH,0,0,0,0,0,0,0,0,0,0,0,0,69,240,239,246,245,245,244,243,,2011
601678.SH,0,0,0,0,0,0,0,0,0,0,0,209,243,242,239,246,244,243,242,243,,2010
601688.SH,0,0,0,0,0,0,0,0,0,0,0,206,244,242,239,239,245,245,244,243,,2010
601689.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,235,244,243,,2015
601698.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
601699.SH,0,0,0,0,0,0,0,66,240,243,243,240,242,242,239,246,245,226,244,243,,2006
601700.SH,0,0,0,0,0,0,0,0,0,0,0,0,232,241,237,235,241,162,166,233,,2011
601717.SH,0,0,0,0,0,0,0,0,0,0,0,100,243,242,239,246,230,176,129,243,,2010
601718.SH,0,0,0,0,0,0,0,0,0,0,0,92,243,242,239,246,235,245,244,243,,2010
601727.SH,0,0,0,0,0,0,0,0,0,19,236,240,244,242,234,245,202,159,156,200,,2008
601766.SH,0,0,0,0,0,0,0,0,0,91,242,242,238,242,239,198,217,235,244,243,,2008
601777.SH,0,0,0,0,0,0,0,0,0,0,0,26,242,241,239,236,222,242,244,243,,2010
601788.SH,0,0,0,0,0,0,0,0,0,0,90,241,242,236,237,242,243,245,244,243,,2009
601789.SH,0,0,0,0,0,0,0,0,0,0,0,0,82,195,238,246,203,174,229,243,,2011
601798.SH,0,0,0,0,0,0,0,0,0,0,0,0,130,242,239,240,245,186,244,242,,2011
601799.SH,0,0,0,0,0,0,0,0,0,0,0,0,219,242,210,246,227,245,244,243,,2011
601800.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,200,239,246,245,245,244,243,,2012
601801.SH,0,0,0,0,0,0,0,0,0,0,0,230,241,241,239,246,237,245,231,243,,2010
601808.SH,0,0,0,0,0,0,0,0,61,241,243,240,245,242,239,246,245,245,244,243,,2007
601811.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,244,243,,2016
601818.SH,0,0,0,0,0,0,0,0,0,0,0,88,240,242,239,246,235,244,244,243,,2010
601828.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,,2018
601838.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,,2018
601857.SH,0,0,0,0,0,0,0,0,40,243,244,242,243,242,238,246,245,245,244,243,,2007
601858.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,243,,2017
601860.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
601865.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
601866.SH,0,0,0,0,0,0,0,0,13,242,243,242,243,241,239,246,153,240,244,243,,2007
601869.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,,2018
601872.SH,0,0,0,0,0,0,0,21,241,244,244,241,234,242,239,236,245,245,144,243,,2006
601877.SH,0,0,0,0,0,0,0,0,0,0,0,227,244,242,239,246,114,239,244,243,,2010
601878.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,243,,2017
601880.SH,0,0,0,0,0,0,0,0,0,0,0,20,243,240,239,246,245,245,243,243,,2010
601881.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,243,,2017
601882.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,244,243,,2016
601886.SH,0,0,0,0,0,0,0,0,0,0,0,0,89,242,214,246,239,245,244,243,,2011
601888.SH,0,0,0,0,0,0,0,0,0,0,56,241,244,236,239,246,189,245,244,243,,2009
601890.SH,0,0,0,0,0,0,0,0,0,0,0,4,243,242,239,246,242,245,244,243,,2010
601898.SH,0,0,0,0,0,0,0,0,0,222,243,240,243,241,239,246,245,245,244,243,,2008
601899.SH,0,0,0,0,0,0,0,0,0,169,241,238,244,240,239,246,221,243,244,243,,2008
601900.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,239,243,,2016
601901.SH,0,0,0,0,0,0,0,0,0,0,0,0,96,242,149,231,242,245,234,243,,2011
601908.SH,0,0,0,0,0,0,0,0,0,0,0,0,75,242,238,236,239,245,244,243,,2011
601918.SH,0,0,0,0,0,0,0,0,8,228,208,240,242,242,171,236,245,232,243,243,,2007
601919.SH,0,0,0,0,0,0,0,0,99,245,243,241,242,241,238,242,152,245,194,243,,2007
601928.SH,0,0,0,0,0,0,0,0,0,0,0,0,23,241,239,195,243,245,244,243,,2011
601929.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,211,238,245,238,245,244,243,,2012
601933.SH,0,0,0,0,0,0,0,0,0,0,0,13,242,237,239,243,239,245,239,242,,2010
601939.SH,0,0,0,0,0,0,0,0,64,245,243,235,243,241,239,246,245,245,244,243,,2007
601949.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,243,,2017
601952.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,243,,2017
601958.SH,0,0,0,0,0,0,0,0,0,173,243,242,243,242,239,246,245,245,244,243,,2008
601965.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,140,239,237,245,245,244,243,,2012
601966.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,239,243,,2016
601968.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,236,244,243,,2015
601969.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,213,245,244,243,,2014
601975.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2019
601985.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,245,244,243,,2015
601988.SH,0,0,0,0,0,0,0,123,242,245,243,234,243,241,239,246,245,245,244,243,,2006
601989.SH,0,0,0,0,0,0,0,0,0,0,12,190,224,241,159,246,238,230,130,243,,2009
601990.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,,2018
601991.SH,0,0,0,0,0,0,0,8,238,238,242,239,240,242,239,241,245,235,244,243,,2006
601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,208,242,228,246,239,237,242,243,,2011
601996.SH,0,0,0,0,0,0,0,0,0,0,0,0,61,241,239,246,219,181,235,243,,2011
601997.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,244,243,,2016
601998.SH,0,0,0,0,0,0,0,0,165,244,244,239,235,241,239,246,243,245,244,243,,2007
601999.SH,0,0,0,0,0,0,0,0,6,244,241,242,242,242,239,246,245,245,149,243,,2007
603000.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,169,239,246,245,245,244,243,,2012
603001.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,169,239,236,238,245,244,243,,2012
603002.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,155,239,246,240,245,234,243,,2012
603003.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,92,239,237,169,233,244,243,,2012
603005.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,245,245,241,243,,2014
603006.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,188,245,244,243,,2014
603007.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,232,243,,2016
603008.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,115,239,213,190,245,243,243,,2012
603009.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,232,242,194,230,,2014
603010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,171,176,99,243,,2014
603011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,148,245,244,243,,2014
603012.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,243,244,243,,2015
603013.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,,2018
603015.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,244,244,243,,2015
603016.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,148,160,,2016
603017.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,178,244,244,243,,2014
603018.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,184,245,244,243,,2014
603019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,232,245,244,243,,2014
603020.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,245,244,243,,2015
603021.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,242,243,176,,2015
603022.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,245,244,243,,2015
603023.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,245,244,243,,2015
603025.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,225,239,243,,2015
603026.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,245,244,243,,2015
603027.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,243,243,,2016
603028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,244,223,,2016
603029.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,204,243,,2016
603030.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,240,243,243,,2015
603031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,244,243,,2016
603032.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,143,,2017
603033.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,244,169,,2016
603035.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,243,,2017
603036.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,244,243,,2016
603037.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231,243,,2017
603038.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,243,,2017
603039.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,243,,2017
603040.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,243,,2017
603041.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,243,,2017
603042.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,243,,2017
603043.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,243,,2017
603045.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,,2018
603050.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,243,,2017
603055.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,243,,2017
603056.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,,2018
